dialogue_id,turn,Model,words,sentences,simple_quest,whq,imper_quest,places,sensitive_data,relatives,first_names,conditional_vb,gratitude,thanksgiving,excuses,greetings,self_references,you_references,neutral_references,neg,pos,neu
15,can you help me find a lasagna recipe,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.31,0.69
16,Show me a recipe for tomato bisque.,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
17,Show me the recipe for making hamburger,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
18,Show me an easy stir fry recipe,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.326,0.674
19,Show me the recipe for making pizza,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
20,Get me a recipe that uses potatoes and kale.,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
21,Show me vegetarian Italian pasta recipes now.,0,7,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
22,Show me dessert recipes with peanut butter.,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
23,Show me a bread recipe that is easy to make in an hour.,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.209,0.791
24,Show me a recipe for homemade pizza,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
25,Show me the quickest pizza recipe,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
26,how do i make that scottish dish with all the blood and sausage,1,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
27,Can you show me eggnog recipes that don't have any eggs in them,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
28,healthy dinner recipes,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.574,0.426
29,How long should I boil an egg?,1,7,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,1.0
30,whats the best way to roast a chicken,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.412,0.588
31,Which recipes for lasagna are gluten free?,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.355,0.645
32,Show me chicken kiev recipes,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
33,I want chicken recipes that are seasoned with lots of spices.,1,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.126,0.874
34,show me some vegetarian receipe,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
35,Show me low fat recipes which gives delicious taste,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.164,0.289,0.547
36,How long should I bake a 7 pound chicken at 350 degrees?,1,12,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0.0,1.0
37,do you know the receipe for noodles,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0
38,Show me vegetarian Italian pasta recipes,0,6,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
39,can you find me a recipe for pie,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
40,Show me a vegan breakfast dish I can make in 30 minutes.,1,12,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
41,Can you find me a recipe for baked Alaska,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
42,"find a chow mein recipe for me, please",1,8,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.277,0.723
43,Show me the recipe for making butter,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
44,Give me the recipe for lasanga with meat,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
45,How many brownie recipes have soy?,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
46,how do you cook apple pie,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0
47,Show me recipes for Italian salad dressing.,0,7,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
48,How long should I boil the pasta?,1,7,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,1.0
49,Show me a list of quick and easy dinner recipes.,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.266,0.734
50,Show me recipes for salad with tomatoes and croutons and without eggs,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
51,show me a mushroom risotto recipe.,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
52,Show me a recipe that involves leeks.,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
53,Show me a recipe I can make with a pan.,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
54,How long does it take to cook pasta?,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0
55,Show me recipe of a quick and easy Korean dish.,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.266,0.734
56,Could you show me a casserole recipe with red peppers that takes less than an hour to bake?,1,18,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,1.0
57,Show me lactose free baking recipes,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.398,0.602
58,Show me recipes for salad with tomatoes and croutons and with eggs,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
59,Show me American breakfast recipes.,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
60,Can you give me a stir fir chicken recipe,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
61,gluten free meals,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.623,0.377
62,Show me Non-vegetarian Italian pasta recipes,0,6,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
63,Show me a meatball recipe,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
64,What is the perfect boiling time for a soft-boiled egg?,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.316,0.684
65,Show me gluten free side dish recipes.,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.355,0.645
66,Show me meat recipes which are high in proteins,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
67,Show me a recipe I can make with a toaster oven.,1,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
68,Show me some vegetarian Italian pasta recipes,0,7,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
69,Get a list of recipes for steak.,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
70,Show me a cake recipe with the least sugar,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
71,Show me main dish recipes that use pinto beans.,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
72,Show me gluten free pasta recipes,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.398,0.602
73,Show me vegan dessert recipes.,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
74,Show me grilled pork recipes.,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
75,Show me non-veg recipes with spicy taste,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
76,How to make a salad?,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
77,i need to know how to make philly cheesesteaks,1,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
78,what are the ingridents need for italian pasta,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
79,How do I make a lemon ginger sauce?,1,8,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
80,Show me potato salad recipes with eggs.,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
81,Show me a recipe for gnocchi.,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
82,Show me a cookie recipe that doesn't include nuts.,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.219,0.781
83,Show me Italian pasta recipes,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
84,Show me Non vegetarian Italian pasta recipes,0,7,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
85,Show me recipes for salad with tomatoes and croutons and Sugar,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
86,Give me a famous chinese recipe,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
87,"Show me egg free, dairy free bread recipes.",0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.524,0.476
88,Show me burger recipes,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
89,Show me a gluten free bread recipe that takes one hour to bake limited,0,14,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.117,0.204,0.679
90,Pull up a list of simple sun tea recipes.,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
91,Show me a gluten free bread recipe that takes one hour to bake,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.231,0.769
92,How do I make tomato sauce?,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
93,Would you show me a brownie recipe that does not include nuts?,1,12,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0,0.164,0.836
94,can you find a recipe on how to make chow mein,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0
95,can you find a hearty lasagna recipe,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0
96,please show me a recipe for chili,1,7,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.315,0.685
97,I'm looking for plant based meat options,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
98,Show me the recipe for making tofu,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
99,Could you pull up some vegan bread recipes for me?,1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,1.0
100,Show me a banana recipe that is not a dessert,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
101,turn off alarm after ringing 3 times,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.324,0.0,0.676
102,Cancel my 10am alarm right away.,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.524,0.0,0.476
103,I need an alarm to wake me up at 5am tomorrow for my flight.,0,14,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.167,0.0,0.833
104,"Alexa, stop alarm",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821,0.0,0.179
105,set an alarm to go to sleep and another to wake up,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0.0,0.821
106,When is my next alarm set to go off?,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.231,0.0,0.769
107,"set alarm for 2pm,8pm to take ur medication",0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.255,0.0,0.745
108,i need an alarm set,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.444,0.0,0.556
109,Change my alarm from 9 am to 8 am.,0,9,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.286,0.0,0.714
110,i need alarms set for 6am and 615am,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.259,0.0,0.741
111,Notify me at 4pm every Saturday,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
112,Create alarms for 6 am during weekdays,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.256,0.256,0.488
113,Replace my 10am alarm next week with a 9am alarm.,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.407,0.0,0.593
114,set alarm at six thirty,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.0,0.625
115,hey google set an alarm for 4 am,0,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.286,0.0,0.714
116,Start an alarm for 10 minutes from now,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.255,0.0,0.745
117,What time is the alarm set for?,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.0,0.714
118,"Alexa, set an alarm for 8:30 AM to my spotify playlist",0,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.194,0.0,0.806
119,Set my alarm for 8 AM on Sunday morning.,0,9,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.255,0.0,0.745
120,create alarms for 8 pm and 9 pm,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.256,0.256,0.488
121,Set alarm for 08:00 for Thursdays,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.324,0.0,0.676
122,set alarm for 8 am every Friday,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.324,0.0,0.676
123,Please set alarm at 8am,1,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.312,0.299,0.39
124,create alarm for 10 pm every night,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.253,0.221,0.526
125,Can you cancel my morning alarm?,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.524,0.0,0.476
126,need to set clock alaram at vibrate mode,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
127,I want to change my 8 AM alarm to 9 AM.,0,11,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.247,0.134,0.619
128,Set alarm for 10 am on January. 10 2022,0,9,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.231,0.0,0.769
129,set an alarm,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.545,0.0,0.455
130,Cancel my 6 am alarm for all monday starting tomorrow,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.386,0.0,0.614
131,hey google set a alarm for 5 am,0,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.324,0.0,0.676
132,please set an alarm for 5 am,0,7,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.276,0.264,0.46
133,Set the alarm every two minutes after 7am,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.255,0.0,0.745
134,set alaram at 3pm to take my medicicne,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
135,Turn off the alarm for 9am,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.324,0.0,0.676
136,i need you to set an alarm for 8am tomorrow,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0.231,0.0,0.769
137,ring at 7am,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
138,Set an alarm for every Sunday at 10 am.,0,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.231,0.0,0.769
139,set alarm for 10pm and title go to bed,0,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.231,0.0,0.769
140,Cancel the alarm for tomorrow morning.,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.524,0.0,0.476
141,please create a new alarm for me,1,7,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.245,0.449,0.306
142,Snooze the morning alarm twice,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.0,0.625
143,cancle tuesdays 9pm alam,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
144,Set the alarm for 7:05 pm.,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.324,0.0,0.676
145,create alarm,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.533,0.467,0.0
146,canel alaram at 2pm,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
147,Change my 9am alarm's tone and volume,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
148,create one more alarm 7pm,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.346,0.269,0.385
149,Cancel alarms for 6 am,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.672,0.0,0.328
150,create the alarm 3 pm and 5 pm,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.282,0.247,0.471
151,Dismiss all alarms set on device,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296,0.0,0.704
152,set alarm to 9 pm to wake me up,0,9,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.255,0.0,0.745
153,"Alexa, set an alarm for 6:30 AM",0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.286,0.0,0.714
154,Change my 7am alarm to 8am.,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.324,0.0,0.676
155,Wake me up at 7 am please.,1,7,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0.315,0.685
156,set alarms for every 15 minutes starting at 9am,0,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.208,0.0,0.792
157,Can you please set an alarm for me for Friday at 8 a.m.?,1,13,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.163,0.156,0.68
158,set my alarm for quarter after six tomorrow,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.255,0.0,0.745
159,MODIFY MY 5:30 AM ALARM,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.439,0.0,0.561
160,hey google set the alarm for 3 am,0,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.286,0.0,0.714
161,CALCEL MY 6:30 AM ALARM.,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.439,0.0,0.561
162,Set my alarm for 15 minute intervals between from 6am to 7am,0,12,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.179,0.0,0.821
163,Please mute my alarm for 10 more minutes.,1,8,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.224,0.215,0.561
164,set an alarm for 5 pm,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.375,0.0,0.625
165,cancle the alarm every two minutes after 7am,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.255,0.0,0.745
166,Turn off all alarms,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0.0,0.588
167,Cancel my 10am alarm quick.,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.595,0.0,0.405
168,9 am alarm please,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.421,0.404,0.175
169,Cancel alarm my 1 pm alarm for tomorrow,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.63,0.0,0.37
170,Cancel my alarm at 7:30am,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.595,0.0,0.405
171,Set my alarm at 6 am every monday starting October 11th,0,11,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.211,0.0,0.789
172,"Alexa, set a repeating 6 AM alarm to 60s music",0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.255,0.0,0.745
173,Shut off all alarms,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0.0,0.588
174,Change Tuesday alarm from 07:00 to 08:00,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.286,0.0,0.714
175,Snooze,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
176,Create alarms for 1 pm,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.339,0.339,0.323
177,Cancel my 10am alarm asap.,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.595,0.0,0.405
178,Set my alarm for 6 am tomorrow.,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.324,0.0,0.676
179,Cancel my 10am alarm now.,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.595,0.0,0.405
180,Cancel my 6 am alarm tomorrow.,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.595,0.0,0.405
181,Snooze the alarm,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545,0.0,0.455
182,Delete my alarm for Saturday.,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.375,0.0,0.625
183,Alarm pause for 7 minutes.,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.444,0.0,0.556
184,Set alarm everyday at 8 am,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.375,0.0,0.625
185,What alarms do I have set currently?,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.296,0.0,0.704
186,set an alarm for every day at 2 PM,0,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.255,0.0,0.745
187,hey google cancel the 4 am alarm,0,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.524,0.0,0.476
188,assist me by setting my alarm for 9:00 and another for 11:00,0,12,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.179,0.0,0.821
189,Please set an alarm to wake up at 8am every weekday.,1,11,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.175,0.168,0.657
190,Set an alarm for 7:45pm and 9:45pm,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.286,0.0,0.714
191,Cancel my 10am alarm,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.688,0.0,0.312
192,could you set one alarm for 8am saturday and one for 9am sunday,1,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.167,0.0,0.833
193,Make my morning alarm 20 minutes early tomorrow.,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.255,0.0,0.745
194,Change the alarm from 6 am to 6 30 am tomorrow.,0,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.231,0.0,0.769
195,Set alarm tommorow morning at 7am,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.324,0.0,0.676
196,Change the sound of the alarm to a bird chirping,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.0,0.769
197,Set alarm for 6 am tomorrow,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.375,0.0,0.625
198,Turn off all my alarms starting now.,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.259,0.0,0.741
199,need to change the volume of alaram set at 3pm,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
200,What alarms do I have set?,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.344,0.0,0.656
201,is it good to eat fast food?,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.326,0.674
202,Is chocolate safe?,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.592,0.408
203,is mango healthy?,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.574,0.426
204,How many calories are in a glass of milk?,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
205,Is ice cream sandwich good for you,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.326,0.674
206,is diet is good,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.492,0.508
207,How many calories are in Sprite?,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
208,Is notdiet soda healty?,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
209,How many calories does an apple have?,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
